key,Arc heating start,Arc heating end,active_power,reactive_power
9,5/3/2019 15:39,5/3/2019 15:42,0.588595629,0.409898907
9,5/3/2019 15:46,5/3/2019 15:49,0.672993422,0.445378005
9,5/3/2019 15:56,5/3/2019 15:57,0.169568419,0.115960717
9,5/3/2019 15:59,5/3/2019 15:59,0.141432285,0.097034335
10,5/3/2019 16:11,5/3/2019 16:13,0.470294639,0.398870438
10,5/3/2019 16:14,5/3/2019 16:19,0.844975859,0.853738457
10,5/3/2019 16:21,5/3/2019 16:23,0.47573185,0.399615407
10,5/3/2019 16:25,5/3/2019 16:26,0.380793095,0.272596598
10,5/3/2019 16:29,5/3/2019 16:31,0.387809753,0.298764348
10,5/3/2019 16:33,5/3/2019 16:34,0.364016771,0.272530556
11,5/3/2019 16:49,5/3/2019 16:52,0.590658359,0.431572139
11,5/3/2019 17:03,5/3/2019 17:05,0.412197411,0.326342642
11,5/3/2019 17:15,5/3/2019 17:16,0.172661305,0.128042698
11,5/3/2019 17:20,5/3/2019 17:24,0.861918569,0.627388895
11,5/3/2019 17:28,5/3/2019 17:29,0.260076284,0.194913268
12,5/3/2019 17:37,5/3/2019 17:39,0.419643526,0.338608772
12,5/3/2019 17:43,5/3/2019 17:49,1.239337832,1.088389784
12,5/3/2019 18:03,5/3/2019 18:06,0.513110995,0.383198142
12,5/3/2019 18:09,5/3/2019 18:11,0.40942502,0.322250962
13,5/3/2019 18:35,5/3/2019 18:37,0.439950785,0.346587122
13,5/3/2019 18:41,5/3/2019 18:45,0.903976202,0.796137363
13,5/3/2019 18:46,5/3/2019 18:50,0.965586186,0.775750518
13,5/3/2019 18:53,5/3/2019 18:55,0.639178991,0.458137751
13,5/3/2019 18:57,5/3/2019 19:00,0.748408556,0.525827885
13,5/3/2019 19:04,5/3/2019 19:05,0.354718685,0.25061965
14,5/3/2019 19:56,5/3/2019 19:59,0.669164265,0.5053159
14,5/3/2019 20:04,5/3/2019 20:10,1.293337762,1.021514714
14,5/3/2019 20:16,5/3/2019 20:22,1.43764627,1.068662643
14,5/3/2019 20:29,5/3/2019 20:30,0.38308692,0.299093962
14,5/3/2019 20:32,5/3/2019 20:33,0.314899206,0.242206335
14,5/3/2019 20:35,5/3/2019 20:37,0.412089825,0.332225084
15,5/3/2019 20:53,5/3/2019 20:57,0.591490547,0.464639247
15,5/3/2019 21:01,5/3/2019 21:03,0.572852731,0.49867481
15,5/3/2019 21:08,5/3/2019 21:11,0.549559593,0.402219832
15,5/3/2019 21:11,5/3/2019 21:13,0.320498347,0.242529869
15,5/3/2019 21:29,5/3/2019 21:30,0.316874504,0.224258304
16,5/3/2019 21:59,5/3/2019 22:02,0.616280108,0.546822667
16,5/3/2019 22:05,5/3/2019 22:12,1.462786615,1.235276163
16,5/3/2019 22:22,5/3/2019 22:27,1.253390789,0.973434329
17,5/3/2019 22:38,5/3/2019 22:41,0.544661324,0.413702905
17,5/3/2019 22:44,5/3/2019 22:47,0.542858243,0.407676876
17,5/3/2019 22:54,5/3/2019 22:56,0.405913234,0.286222875
17,5/3/2019 22:59,5/3/2019 23:02,0.79172504,0.560812235
17,5/3/2019 23:06,5/3/2019 23:08,0.391559124,0.270955682
18,5/3/2019 23:18,5/3/2019 23:20,0.415692019,0.328180552
18,5/3/2019 23:28,5/3/2019 23:34,1.5801422,1.071117133
18,5/3/2019 23:49,5/3/2019 23:51,0.543837786,0.362361431
18,5/3/2019 23:54,5/3/2019 23:57,0.695942879,0.455211997
18,5/4/2019 0:05,5/4/2019 0:06,0.259735823,0.170378923
19,5/4/2019 0:36,5/4/2019 0:38,0.511370902,0.319969744
19,5/4/2019 0:50,5/4/2019 0:51,0.317785919,0.214303553
19,5/4/2019 1:06,5/4/2019 1:08,0.351252198,0.22798872
20,5/4/2019 1:37,5/4/2019 1:39,0.426980699,0.294428587
20,5/4/2019 1:44,5/4/2019 1:47,0.761991501,0.577870786
20,5/4/2019 1:51,5/4/2019 1:54,0.828852653,0.570839345
20,5/4/2019 1:55,5/4/2019 1:57,0.681042433,0.462241888
20,5/4/2019 2:05,5/4/2019 2:06,0.272729874,0.196013808
21,5/4/2019 3:22,5/4/2019 3:24,0.450241556,0.33528927
21,5/4/2019 3:27,5/4/2019 3:31,0.970107675,0.624009848
21,5/4/2019 3:34,5/4/2019 3:44,2.629082918,1.691524327
21,5/4/2019 3:48,5/4/2019 3:50,0.570712566,0.375984907
21,5/4/2019 4:10,5/4/2019 4:12,0.542028904,0.35501036
21,5/4/2019 4:13,5/4/2019 4:14,0.241070151,0.157872021
22,5/4/2019 3:56,5/4/2019 3:58,0.414755111,0.336268455
22,5/4/2019 4:01,5/4/2019 4:03,0.391044557,0.294648111
22,5/4/2019 4:23,5/4/2019 4:27,0.984584327,0.701436341
22,5/4/2019 4:31,5/4/2019 4:34,0.802886307,0.538928866
22,5/4/2019 4:35,5/4/2019 4:40,1.360374332,0.925406814
22,5/4/2019 4:41,5/4/2019 4:43,0.381264925,0.243745089
23,5/4/2019 5:07,5/4/2019 5:09,0.534532042,0.431620508
23,5/4/2019 5:12,5/4/2019 5:14,0.486127377,0.401958078
23,5/4/2019 5:21,5/4/2019 5:23,0.483416438,0.322120071
23,5/4/2019 5:26,5/4/2019 5:28,0.547402859,0.357015967
23,5/4/2019 5:42,5/4/2019 5:45,0.612185717,0.402143955
24,5/4/2019 5:56,5/4/2019 5:59,0.645912037,0.46425122
24,5/4/2019 6:04,5/4/2019 6:09,1.347903073,0.934976548
24,5/4/2019 6:12,5/4/2019 6:15,0.592889786,0.3760041
24,5/4/2019 6:39,5/4/2019 6:41,0.411659584,0.25025028
24,5/4/2019 6:45,5/4/2019 6:50,1.11470899,0.648293942
24,5/4/2019 6:55,5/4/2019 6:58,0.846498728,0.497291744
25,5/4/2019 6:22,5/4/2019 6:24,0.442119384,0.354661167
25,5/4/2019 6:29,5/4/2019 6:34,1.092468143,0.713763267
25,5/4/2019 6:37,5/4/2019 6:42,1.479544759,0.993269682
25,5/4/2019 6:51,5/4/2019 6:53,0.614269733,0.408164263
25,5/4/2019 6:56,5/4/2019 6:58,0.48604989,0.332617044
25,5/4/2019 7:01,5/4/2019 7:03,0.374836922,0.259122372
26,5/4/2019 7:08,5/4/2019 7:10,0.480079129,0.343224943
26,5/4/2019 7:22,5/4/2019 7:25,0.549516946,0.381617993
26,5/4/2019 7:33,5/4/2019 7:36,0.736695409,0.469611704
27,5/4/2019 7:45,5/4/2019 7:51,1.252378438,0.924685121
27,5/4/2019 8:01,5/4/2019 8:01,0.180880547,0.109901846
27,5/4/2019 8:02,5/4/2019 8:07,1.285156012,0.77870667
27,5/4/2019 8:09,5/4/2019 8:10,0.322972298,0.196864963
28,5/4/2019 8:25,5/4/2019 8:27,0.401550902,0.252407266
28,5/4/2019 8:29,5/4/2019 8:34,1.225960225,0.798045278
28,5/4/2019 8:36,5/4/2019 8:39,0.813431382,0.51098311
28,5/4/2019 8:41,5/4/2019 8:44,0.677114487,0.422998905
29,5/4/2019 9:02,5/4/2019 9:04,0.383682554,0.258095205
29,5/4/2019 9:08,5/4/2019 9:11,0.639839709,0.504138291
29,5/4/2019 9:18,5/4/2019 9:19,0.240408897,0.159582734
29,5/4/2019 9:20,5/4/2019 9:21,0.259094715,0.16195029
30,5/4/2019 9:31,5/4/2019 9:33,0.359672603,0.247790232
30,5/4/2019 9:37,5/4/2019 9:44,1.918444127,1.252607241
30,5/4/2019 9:46,5/4/2019 9:52,1.339344025,0.812832117
30,5/4/2019 9:59,5/4/2019 10:00,0.194051981,0.118326902
31,5/4/2019 10:17,5/4/2019 10:20,0.568304331,0.475928009
31,5/4/2019 10:23,5/4/2019 10:27,0.688669562,0.622585475
31,5/4/2019 10:30,5/4/2019 10:32,0.241871357,0.158364058
31,5/4/2019 10:34,5/4/2019 10:36,0.444366098,0.323579431
32,5/4/2019 11:40,5/4/2019 11:43,0.56058033,0.582462788
32,5/4/2019 11:46,5/4/2019 11:55,2.084904373,1.492765904
32,5/4/2019 12:13,5/4/2019 12:16,0.691394091,0.415745258
32,5/4/2019 12:26,5/4/2019 12:29,0.553692579,0.340138435
33,5/4/2019 12:39,5/4/2019 12:42,0.487073771,0.37266013
33,5/4/2019 12:46,5/4/2019 12:53,1.55308035,1.151123256
33,5/4/2019 12:55,5/4/2019 13:01,1.546411991,0.928736448
33,5/4/2019 13:02,5/4/2019 13:04,0.577495575,0.3558743
33,5/4/2019 13:08,5/4/2019 13:10,0.485826969,0.292739153
33,5/4/2019 13:18,5/4/2019 13:21,0.623504639,0.414372206
33,5/4/2019 13:22,5/4/2019 13:23,0.273094654,0.163051605
34,5/4/2019 13:33,5/4/2019 13:38,1.134211745,0.849765658
34,5/4/2019 13:40,5/4/2019 13:43,0.665239811,0.426580787
34,5/4/2019 13:45,5/4/2019 13:49,1.115162611,0.683521986
35,5/4/2019 14:05,5/4/2019 14:09,1.014080266,0.648951232
35,5/4/2019 14:11,5/4/2019 14:13,0.545784235,0.331370533
35,5/4/2019 14:15,5/4/2019 14:21,1.480573773,0.897840023
36,5/4/2019 14:41,5/4/2019 14:45,0.874162195,0.602833211
36,5/4/2019 14:47,5/4/2019 14:50,0.745459974,0.38821739
36,5/4/2019 14:52,5/4/2019 14:58,1.679834366,0.861528158
36,5/4/2019 14:58,5/4/2019 15:01,0.675764561,0.356782556
36,5/4/2019 15:02,5/4/2019 15:06,1.031333208,0.607869148
37,5/4/2019 15:14,5/4/2019 15:17,0.754000468,0.571508169
37,5/4/2019 15:28,5/4/2019 15:31,0.593007088,0.361663103
37,5/4/2019 15:36,5/4/2019 15:39,0.619222045,0.467159092
37,5/4/2019 15:40,5/4/2019 15:42,0.543320298,0.367398381
37,5/4/2019 15:47,5/4/2019 15:48,0.30824852,0.236435056
38,5/4/2019 16:03,5/4/2019 16:06,0.500935484,0.321809739
38,5/4/2019 16:10,5/4/2019 16:14,0.903217793,0.699350893
38,5/4/2019 16:21,5/4/2019 16:24,0.703887224,0.439880729
38,5/4/2019 16:26,5/4/2019 16:27,0.146992207,0.099257708
39,5/4/2019 16:43,5/4/2019 16:46,0.522182918,0.357326955
39,5/4/2019 16:49,5/4/2019 16:52,0.833034217,0.550193161
39,5/4/2019 16:55,5/4/2019 16:59,0.786175609,0.488189638
39,5/4/2019 17:06,5/4/2019 17:08,0.605571508,0.381254435
40,5/4/2019 18:03,5/4/2019 18:06,0.528989817,0.375650644
40,5/4/2019 18:11,5/4/2019 18:15,0.749183774,0.568716049
40,5/4/2019 18:16,5/4/2019 18:20,1.069182038,0.751362741
40,5/4/2019 18:24,5/4/2019 18:26,0.486745119,0.356806159
40,5/4/2019 18:29,5/4/2019 18:30,0.327192068,0.233845234
43,5/4/2019 20:15,5/4/2019 20:18,0.530049936,0.389364183
43,5/4/2019 20:21,5/4/2019 20:24,0.815616727,0.57889849
43,5/4/2019 20:33,5/4/2019 20:36,0.611145735,0.40241617
43,5/4/2019 20:41,5/4/2019 20:44,0.642609,0.410327792
43,5/4/2019 20:45,5/4/2019 20:47,0.402042389,0.277872205
43,5/4/2019 20:48,5/4/2019 20:49,0.223581076,0.161427975
44,5/4/2019 22:09,5/4/2019 22:11,0.514490679,0.406311005
44,5/4/2019 22:14,5/4/2019 22:17,0.691812575,0.554530859
44,5/4/2019 22:19,5/4/2019 22:24,0.927364588,0.654955208
44,5/4/2019 22:30,5/4/2019 22:31,0.155865669,0.112500072
44,5/4/2019 22:32,5/4/2019 22:34,0.50101161,0.339708567
44,5/4/2019 22:44,5/4/2019 22:46,0.253021479,0.163589716
44,5/4/2019 22:47,5/4/2019 22:49,0.489501476,0.352497101
44,5/5/2019 0:32,5/5/2019 0:34,0.53789229,0.42697832
44,5/5/2019 0:36,5/5/2019 0:46,2.343372524,1.921817005
44,5/5/2019 0:49,5/5/2019 0:52,0.832662106,0.637833357
44,5/5/2019 1:04,5/5/2019 1:04,0.098206282,0.07975769
44,5/5/2019 1:10,5/5/2019 1:11,0.267415524,0.211501598
45,5/4/2019 23:02,5/4/2019 23:05,0.66773701,0.55478096
45,5/4/2019 23:08,5/4/2019 23:15,1.765749872,1.296386957
45,5/4/2019 23:18,5/4/2019 23:21,0.824910402,0.56150043
45,5/4/2019 23:22,5/4/2019 23:26,0.837124825,0.566056728
45,5/4/2019 23:27,5/4/2019 23:30,0.65017271,0.455494404
45,5/4/2019 23:32,5/4/2019 23:37,1.257519722,0.970227957
45,5/4/2019 23:38,5/4/2019 23:40,0.556317806,0.36814642
45,5/5/2019 0:09,5/5/2019 0:14,1.336049305,0.941817761
45,5/5/2019 0:15,5/5/2019 0:19,0.823449135,0.543888331
45,5/5/2019 0:21,5/5/2019 0:23,0.465432882,0.305233479
46,5/4/2019 23:46,5/4/2019 23:48,0.416552942,0.312153339
46,5/4/2019 23:50,5/4/2019 23:53,0.788017183,0.560421348
46,5/5/2019 0:00,5/5/2019 0:06,1.416315198,0.923294008
46,5/5/2019 0:39,5/5/2019 0:41,0.473773846,0.320596397
46,5/5/2019 0:43,5/5/2019 0:50,1.552852333,1.073799193
46,5/5/2019 0:52,5/5/2019 0:58,1.339198113,0.888023019
46,5/5/2019 1:01,5/5/2019 1:04,0.804445982,0.533610582
46,5/5/2019 1:05,5/5/2019 1:08,0.845765114,0.55618
46,5/5/2019 2:27,5/5/2019 2:30,0.528129281,0.414319307
46,5/5/2019 2:32,5/5/2019 2:37,1.369690597,0.920050293
46,5/5/2019 2:39,5/5/2019 2:45,1.642826557,1.088809609
46,5/5/2019 2:52,5/5/2019 2:55,0.749814987,0.492108822
46,5/5/2019 3:07,5/5/2019 3:08,0.434243202,0.286525488
47,5/5/2019 1:13,5/5/2019 1:16,0.51304333,0.426972717
47,5/5/2019 1:19,5/5/2019 1:23,0.95123297,0.65067476
47,5/5/2019 1:25,5/5/2019 1:28,0.833164096,0.586067438
48,5/5/2019 1:40,5/5/2019 1:42,0.438784895,0.351122052
48,5/5/2019 1:45,5/5/2019 1:47,0.561271161,0.411465257
48,5/5/2019 1:50,5/5/2019 1:53,0.804475188,0.563337863
48,5/5/2019 1:54,5/5/2019 1:57,0.626100183,0.433738828
48,5/5/2019 2:00,5/5/2019 2:02,0.458110809,0.311735034
49,5/5/2019 3:45,5/5/2019 3:47,0.443937171,0.35129407
50,5/5/2019 4:46,5/5/2019 4:48,0.412177875,0.299390465
50,5/5/2019 4:59,5/5/2019 5:01,0.307039231,0.210594475
50,5/5/2019 5:03,5/5/2019 5:06,0.695258677,0.457468987
50,5/5/2019 5:12,5/5/2019 5:15,0.744472385,0.548846781
51,5/5/2019 5:45,5/5/2019 5:47,0.495662418,0.343804628
51,5/5/2019 5:49,5/5/2019 5:59,2.772318631,1.872731179
51,5/5/2019 6:01,5/5/2019 6:09,2.152518034,1.434525728
51,5/5/2019 6:10,5/5/2019 6:11,0.264214993,0.176665068
52,5/5/2019 6:19,5/5/2019 6:21,0.460487978,0.321033657
52,5/5/2019 6:22,5/5/2019 6:32,2.18472898,1.543551773
52,5/5/2019 6:34,5/5/2019 6:39,1.073031664,0.749366403
52,5/5/2019 6:39,5/5/2019 6:42,0.540310144,0.376993418
52,5/5/2019 6:47,5/5/2019 6:49,0.48883009,0.339486122
52,5/5/2019 6:52,5/5/2019 6:53,0.305426598,0.2114501
53,5/5/2019 7:01,5/5/2019 7:03,0.576639073,0.394061893
53,5/5/2019 7:07,5/5/2019 7:15,2.203592837,1.66255486
53,5/5/2019 7:17,5/5/2019 7:21,1.09856081,0.781971216
53,5/5/2019 7:26,5/5/2019 7:29,0.823885679,0.579934597
54,5/5/2019 7:46,5/5/2019 7:49,0.528220787,0.354475558
54,5/5/2019 7:49,5/5/2019 7:57,1.927755833,1.307207257
54,5/5/2019 7:59,5/5/2019 8:02,0.809956312,0.540025711
54,5/5/2019 8:10,5/5/2019 8:13,0.638403893,0.428229809
55,5/5/2019 8:23,5/5/2019 8:25,0.499151239,0.334372103
55,5/5/2019 8:27,5/5/2019 8:34,1.942240417,1.303332537
55,5/5/2019 8:37,5/5/2019 8:43,1.549534798,1.058989048
55,5/5/2019 8:49,5/5/2019 8:51,0.607940197,0.409266949
56,5/5/2019 9:06,5/5/2019 9:08,0.477483995,0.311900109
56,5/5/2019 9:09,5/5/2019 9:15,1.849911928,1.09596917
56,5/5/2019 9:17,5/5/2019 9:22,1.426261663,0.861562133
56,5/5/2019 9:26,5/5/2019 9:27,0.338786125,0.212536812
56,5/5/2019 9:29,5/5/2019 9:31,0.373352051,0.238506317
56,5/5/2019 9:39,5/5/2019 9:41,0.600392819,0.382379532
57,5/5/2019 9:54,5/5/2019 9:57,0.73273631,0.523820877
57,5/5/2019 10:01,5/5/2019 10:05,1.131552815,0.792154193
57,5/5/2019 10:08,5/5/2019 10:11,0.823982,0.613994479
57,5/5/2019 10:18,5/5/2019 10:23,1.235894918,0.831317902
57,5/5/2019 10:28,5/5/2019 10:30,0.605333567,0.391484976
58,5/5/2019 10:45,5/5/2019 10:49,0.766853554,0.540586114
58,5/5/2019 10:54,5/5/2019 10:57,0.889545202,0.600279808
58,5/5/2019 11:00,5/5/2019 11:03,0.683811069,0.500542402
58,5/5/2019 11:05,5/5/2019 11:07,0.550665617,0.37089026
59,5/5/2019 11:35,5/5/2019 11:38,0.723677184,0.537959516
59,5/5/2019 11:44,5/5/2019 11:46,0.507781804,0.372584403
59,5/5/2019 11:50,5/5/2019 11:56,1.533795238,1.14681375
59,5/5/2019 12:00,5/5/2019 12:02,0.541423559,0.393376112
59,5/5/2019 12:10,5/5/2019 12:12,0.573518038,0.399903059
59,5/5/2019 12:13,5/5/2019 12:16,0.752775669,0.501971006
60,5/5/2019 12:57,5/5/2019 13:00,0.694359186,0.500138402
60,5/5/2019 13:08,5/5/2019 13:11,0.764224947,0.536844194
60,5/5/2019 13:14,5/5/2019 13:17,0.648262262,0.50536263
60,5/5/2019 13:45,5/5/2019 13:48,0.790636301,0.537472367
61,5/5/2019 14:03,5/5/2019 14:07,0.849026638,0.612833142
61,5/5/2019 14:13,5/5/2019 14:16,0.502696335,0.393626154
61,5/5/2019 14:17,5/5/2019 14:19,0.306506515,0.231893301
62,5/5/2019 14:50,5/5/2019 14:51,0.240273286,0.186931416
62,5/5/2019 15:03,5/5/2019 15:05,0.688819945,0.514686167
62,5/5/2019 15:23,5/5/2019 15:24,0.13327235,0.090449631
62,5/5/2019 15:30,5/5/2019 15:35,1.047974348,0.711011291
63,5/5/2019 15:48,5/5/2019 15:50,0.496026143,0.442082398
63,5/5/2019 15:55,5/5/2019 15:58,0.657937288,0.57223326
63,5/5/2019 16:02,5/5/2019 16:04,0.475185156,0.374632001
63,5/5/2019 16:12,5/5/2019 16:14,0.311931849,0.263401747
64,5/5/2019 16:30,5/5/2019 16:32,0.396380805,0.296057135
64,5/5/2019 16:39,5/5/2019 16:42,0.56825012,0.414190978
64,5/5/2019 16:44,5/5/2019 16:47,0.718052685,0.495883882
64,5/5/2019 17:14,5/5/2019 17:15,0.307887793,0.218856096
64,5/5/2019 17:17,5/5/2019 17:19,0.572882175,0.375052452
64,5/5/2019 17:20,5/5/2019 17:25,1.373214245,0.914826632
64,5/5/2019 17:27,5/5/2019 17:28,0.259591341,0.179507971
65,5/5/2019 18:12,5/5/2019 18:14,0.428629178,0.354296029
65,5/5/2019 18:17,5/5/2019 18:22,1.192507207,0.916390568
65,5/5/2019 18:32,5/5/2019 18:36,0.63082409,0.489097118
65,5/5/2019 18:37,5/5/2019 18:42,1.217422783,0.929037809
65,5/5/2019 18:44,5/5/2019 18:45,0.330668092,0.256195068
65,5/5/2019 18:46,5/5/2019 18:50,0.966496229,0.743335247
65,5/5/2019 18:52,5/5/2019 18:55,0.713760138,0.55336237
66,5/5/2019 19:06,5/5/2019 19:09,0.663638908,0.577164233
66,5/5/2019 19:10,5/5/2019 19:14,0.927110255,0.760381222
66,5/5/2019 19:16,5/5/2019 19:19,0.820240855,0.597954631
66,5/5/2019 19:21,5/5/2019 19:24,0.88137579,0.632303476
66,5/5/2019 19:27,5/5/2019 19:29,0.60504055,0.442967415
67,5/5/2019 19:38,5/5/2019 19:40,0.510008083,0.400068224
67,5/5/2019 19:42,5/5/2019 19:49,1.669873595,1.236015558
67,5/5/2019 19:52,5/5/2019 19:55,0.814936638,0.55279386
67,5/5/2019 19:57,5/5/2019 19:59,0.44820404,0.298681498
68,5/5/2019 20:07,5/5/2019 20:08,0.334477993,0.288855583
68,5/5/2019 20:09,5/5/2019 20:12,0.675656676,0.576372236
68,5/5/2019 20:14,5/5/2019 20:16,0.479973793,0.423791409
69,5/5/2019 20:27,5/5/2019 20:30,0.641617267,0.530385971
69,5/5/2019 20:35,5/5/2019 20:38,0.647531867,0.569587946
69,5/5/2019 20:46,5/5/2019 20:48,0.373707771,0.321989179
69,5/5/2019 20:53,5/5/2019 20:56,0.608152509,0.505673647
69,5/5/2019 21:06,5/5/2019 21:08,0.544871092,0.444707751
69,5/5/2019 21:11,5/5/2019 21:12,0.193140745,0.160978079
70,5/5/2019 21:21,5/5/2019 21:23,0.417228519,0.376437575
70,5/5/2019 21:24,5/5/2019 21:28,0.823508799,0.694724172
70,5/5/2019 21:34,5/5/2019 21:35,0.261562944,0.207800865
70,5/5/2019 21:37,5/5/2019 21:38,0.347100377,0.27265203
70,5/5/2019 21:41,5/5/2019 21:42,0.250134468,0.197080493
71,5/5/2019 21:53,5/5/2019 21:55,0.506572218,0.416833103
71,5/5/2019 21:58,5/5/2019 22:02,0.76454699,0.672595948
71,5/5/2019 22:09,5/5/2019 22:11,0.467554569,0.417125225
71,5/5/2019 22:23,5/5/2019 22:25,0.578900218,0.454740644
72,5/5/2019 22:42,5/5/2019 22:43,0.327581249,0.281727128
72,5/5/2019 22:46,5/5/2019 22:48,0.520162046,0.400324732
73,5/5/2019 23:03,5/5/2019 23:05,0.470267724,0.42408821
73,5/5/2019 23:07,5/5/2019 23:11,0.896854818,0.793280155
73,5/5/2019 23:15,5/5/2019 23:17,0.454728365,0.36087811
73,5/5/2019 23:27,5/5/2019 23:28,0.289837837,0.226194739
73,5/5/2019 23:35,5/5/2019 23:37,0.477423668,0.373414993
73,5/5/2019 23:43,5/5/2019 23:43,0.141104221,0.110085487
74,5/5/2019 23:48,5/5/2019 23:50,0.449315912,0.357173741
74,5/5/2019 23:53,5/5/2019 23:59,1.401269913,1.081852764
74,5/6/2019 0:02,5/6/2019 0:05,0.743021727,0.566923857
74,5/6/2019 0:07,5/6/2019 0:09,0.449405909,0.345003843
74,5/6/2019 0:12,5/6/2019 0:14,0.372457504,0.286738873
75,5/6/2019 0:33,5/6/2019 0:35,0.456135405,0.343250275
75,5/6/2019 0:46,5/6/2019 0:48,0.426343471,0.290307194
75,5/6/2019 1:03,5/6/2019 1:04,0.289446831,0.199126363
76,5/6/2019 1:10,5/6/2019 1:12,0.460661158,0.370485663
76,5/6/2019 1:28,5/6/2019 1:30,0.401573807,0.336215735
76,5/6/2019 1:39,5/6/2019 1:41,0.297554851,0.239261687
77,5/6/2019 1:57,5/6/2019 1:59,0.473041694,0.390137404
77,5/6/2019 2:02,5/6/2019 2:12,2.352916151,1.825030118
77,5/6/2019 2:15,5/6/2019 2:17,0.538917303,0.405775547
77,5/6/2019 2:28,5/6/2019 2:31,0.766213179,0.567747831
77,5/6/2019 2:34,5/6/2019 2:35,0.323423863,0.237636566
77,5/6/2019 2:40,5/6/2019 2:41,0.232573509,0.170207262
78,5/6/2019 2:47,5/6/2019 2:50,0.556571884,0.459000498
78,5/6/2019 2:54,5/6/2019 3:00,1.344035626,0.998906374
78,5/6/2019 3:01,5/6/2019 3:04,0.828521252,0.582278371
78,5/6/2019 3:07,5/6/2019 3:09,0.663963795,0.46700573
78,5/6/2019 3:15,5/6/2019 3:17,0.650236845,0.453457832
79,5/6/2019 3:54,5/6/2019 3:56,0.478252882,0.364554405
79,5/6/2019 4:00,5/6/2019 4:06,1.604542047,1.102401137
79,5/6/2019 4:08,5/6/2019 4:11,0.754069567,0.509584189
79,5/6/2019 4:12,5/6/2019 4:16,1.024055243,0.687661409
79,5/6/2019 4:20,5/6/2019 4:20,0.13405323,0.091688633
79,5/6/2019 4:24,5/6/2019 4:25,0.416182995,0.282659531
80,5/6/2019 5:21,5/6/2019 5:24,0.469624005,0.328243434
80,5/6/2019 5:28,5/6/2019 5:32,1.292475909,0.836078823
80,5/6/2019 5:34,5/6/2019 5:36,0.622410893,0.400770664
81,5/6/2019 6:18,5/6/2019 6:21,0.628355887,0.459829569
81,5/6/2019 6:22,5/6/2019 6:27,1.379798233,0.923929393
81,5/6/2019 6:30,5/6/2019 6:36,1.647684097,1.129666686
81,5/6/2019 6:37,5/6/2019 6:38,0.304664612,0.210256577
82,5/6/2019 6:54,5/6/2019 6:57,0.50171645,0.383353651
82,5/6/2019 6:59,5/6/2019 7:05,1.480353355,1.018542528
82,5/6/2019 7:06,5/6/2019 7:07,0.312669039,0.217901468
82,5/6/2019 7:08,5/6/2019 7:12,1.00104475,0.729304314
83,5/6/2019 7:34,5/6/2019 7:35,0.289422444,0.216173559
83,5/6/2019 7:37,5/6/2019 7:40,0.746474624,0.561369643
83,5/6/2019 7:43,5/6/2019 7:47,1.177179098,0.765328586
