key,sampling_time,Temperature
23,5/4/2019 5:41,1590
23,5/4/2019 5:52,1593
24,5/4/2019 6:03,1578
24,5/4/2019 6:12,1584
24,5/4/2019 6:16,1594
24,5/4/2019 6:45,1566
24,5/4/2019 6:54,1572
24,5/4/2019 6:59,1585
25,5/4/2019 6:25,1594
25,5/4/2019 6:26,1579
25,5/4/2019 6:26,1576
25,5/4/2019 6:36,1575
25,5/4/2019 6:43,1596
25,5/4/2019 6:55,1594
25,5/4/2019 7:00,1595
25,5/4/2019 7:04,1600
26,5/4/2019 7:12,1609
26,5/4/2019 7:20,1587
26,5/4/2019 7:33,1592
26,5/4/2019 7:36,1591
26,5/4/2019 7:37,1601
27,5/4/2019 8:00,1578
27,5/4/2019 8:12,1591
27,5/4/2019 8:13,1604
28,5/4/2019 8:28,1580
28,5/4/2019 8:41,1603
28,5/4/2019 8:49,1603
28,5/4/2019 8:49,1603
28,5/4/2019 8:51,1611
28,5/4/2019 8:53,1614
28,5/4/2019 8:55,1609
29,5/4/2019 9:05,1613
29,5/4/2019 9:12,1605
29,5/4/2019 9:20,1600
29,5/4/2019 9:23,1600
30,5/4/2019 9:35,1567
30,5/4/2019 9:35,1567
30,5/4/2019 9:36,1562
30,5/4/2019 9:46,1587
30,5/4/2019 9:58,1605
30,5/4/2019 10:02,1606
30,5/4/2019 10:09,1606
30,5/4/2019 10:09,1598
31,5/4/2019 10:21,1601
31,5/4/2019 10:34,1598
31,5/4/2019 10:39,1602
32,5/4/2019 11:44,1602
32,5/4/2019 11:45,1626
32,5/4/2019 12:13,1611
32,5/4/2019 12:21,1619
32,5/4/2019 12:26,1608
32,5/4/2019 12:26,1607
32,5/4/2019 12:29,1613
33,5/4/2019 12:43,1564
33,5/4/2019 12:44,1563
33,5/4/2019 12:55,1576
33,5/4/2019 13:07,1617
33,5/4/2019 13:18,1607
33,5/4/2019 13:21,1613
33,5/4/2019 13:22,1614
33,5/4/2019 13:23,1614
33,5/4/2019 13:24,1614
33,5/4/2019 13:25,1636
33,5/4/2019 13:25,1617
34,5/4/2019 13:44,1584
34,5/4/2019 13:51,1607
34,5/4/2019 13:55,1600
35,5/4/2019 14:14,1585
35,5/4/2019 14:26,1600
36,5/4/2019 14:52,1543
36,5/4/2019 15:02,1586
36,5/4/2019 15:07,1601
37,5/4/2019 15:21,1596
37,5/4/2019 15:34,1593
37,5/4/2019 15:45,1609
37,5/4/2019 15:46,1601
37,5/4/2019 15:46,1601
37,5/4/2019 15:49,1606
38,5/4/2019 16:07,1593
38,5/4/2019 16:21,1581
38,5/4/2019 16:26,1602
39,5/4/2019 16:47,1586
39,5/4/2019 16:47,1588
39,5/4/2019 16:55,1596
39,5/4/2019 17:01,1594
39,5/4/2019 17:05,1594
39,5/4/2019 17:09,1602
40,5/4/2019 18:09,1587
40,5/4/2019 18:16,1588
40,5/4/2019 18:24,1596
40,5/4/2019 18:28,1601
40,5/4/2019 18:31,1603
43,5/4/2019 20:19,1608
43,5/4/2019 20:26,1607
43,5/4/2019 20:41,1597
43,5/4/2019 20:45,1602
43,5/4/2019 20:45,1600
43,5/4/2019 20:48,1602
44,5/4/2019 22:13,1600
44,5/4/2019 22:32,1608
44,5/4/2019 22:39,1619
44,5/4/2019 22:43,1600
44,5/4/2019 22:44,1605
44,5/4/2019 22:46,1601
44,5/4/2019 22:47,1601
44,5/4/2019 22:50,1607
44,5/5/2019 0:35,1570
44,5/5/2019 0:48,1599
44,5/5/2019 1:01,1610
44,5/5/2019 1:07,1608
44,5/5/2019 1:09,1602
44,5/5/2019 1:09,1602
44,5/5/2019 1:12,1602
44,5/5/2019 1:13,1603
45,5/4/2019 23:06,1538
45,5/4/2019 23:18,1538
45,5/4/2019 23:18,1556
45,5/4/2019 23:26,1556
45,5/4/2019 23:26,1577
45,5/4/2019 23:37,1601
45,5/4/2019 23:42,1601
45,5/4/2019 23:43,1608
45,5/5/2019 0:15,1609
45,5/5/2019 0:21,1616
45,5/5/2019 0:25,1629
45,5/5/2019 0:26,1621
46,5/4/2019 23:54,1607
46,5/4/2019 23:55,1538
46,5/5/2019 0:42,1542
46,5/5/2019 0:59,1580
46,5/5/2019 1:01,1571
46,5/5/2019 2:32,1589
46,5/5/2019 2:38,1593
46,5/5/2019 2:47,1616
46,5/5/2019 2:51,1610
46,5/5/2019 2:57,1610
46,5/5/2019 2:57,1610
46,5/5/2019 2:58,1617
46,5/5/2019 3:00,1614
46,5/5/2019 3:11,1617
46,5/5/2019 3:13,1610
46,5/5/2019 3:14,1612
47,5/5/2019 1:17,1565
47,5/5/2019 1:24,1577
47,5/5/2019 1:29,1588
48,5/5/2019 1:43,1573
48,5/5/2019 1:54,1583
48,5/5/2019 2:00,1590
48,5/5/2019 2:04,1590
48,5/5/2019 2:07,1560
48,5/5/2019 2:07,1593
48,5/5/2019 2:08,1590
48,5/5/2019 2:09,1589
49,5/5/2019 3:50,1626
49,5/5/2019 4:01,1611
49,5/5/2019 4:04,1609
49,5/5/2019 4:09,1604
49,5/5/2019 4:17,1599
49,5/5/2019 4:23,1593
49,5/5/2019 4:26,1596
49,5/5/2019 4:27,1588
50,5/5/2019 4:50,1603
50,5/5/2019 5:03,1588
50,5/5/2019 5:12,1602
50,5/5/2019 5:17,1608
50,5/5/2019 5:21,1606
51,5/5/2019 5:48,1619
51,5/5/2019 6:01,1660
51,5/5/2019 6:10,1690
52,5/5/2019 6:21,1617
52,5/5/2019 6:33,1652
52,5/5/2019 6:39,1666
52,5/5/2019 6:47,1667
52,5/5/2019 6:50,1669
52,5/5/2019 6:52,1668
52,5/5/2019 6:54,1669
53,5/5/2019 7:04,1642
53,5/5/2019 7:16,1658
53,5/5/2019 7:22,1671
53,5/5/2019 7:25,1671
53,5/5/2019 7:26,1665
53,5/5/2019 7:34,1674
53,5/5/2019 7:37,1676
53,5/5/2019 7:38,1671
54,5/5/2019 7:49,1630
54,5/5/2019 7:59,1654
54,5/5/2019 8:09,1655
54,5/5/2019 8:10,1658
54,5/5/2019 8:18,1663
55,5/5/2019 8:27,1615
55,5/5/2019 8:36,1635
55,5/5/2019 8:48,1656
55,5/5/2019 8:57,1654
56,5/5/2019 9:08,1606
56,5/5/2019 9:16,1631
56,5/5/2019 9:25,1653
56,5/5/2019 9:36,1648
56,5/5/2019 9:37,1659
56,5/5/2019 9:38,1641
56,5/5/2019 9:38,1655
56,5/5/2019 9:39,1645
56,5/5/2019 9:42,1659
56,5/5/2019 9:43,1642
56,5/5/2019 9:44,1675
56,5/5/2019 9:46,1652
57,5/5/2019 9:59,1581
57,5/5/2019 10:16,1581
57,5/5/2019 10:17,1588
57,5/5/2019 10:25,1607
57,5/5/2019 10:26,1595
57,5/5/2019 10:27,1598
57,5/5/2019 10:36,1597
57,5/5/2019 10:37,1604
57,5/5/2019 10:42,1595
58,5/5/2019 10:50,1569
58,5/5/2019 11:05,1579
58,5/5/2019 11:14,1583
58,5/5/2019 11:20,1589
58,5/5/2019 11:21,1575
58,5/5/2019 11:26,1574
59,5/5/2019 11:48,1589
59,5/5/2019 11:59,1599
59,5/5/2019 12:08,1594
59,5/5/2019 12:10,1589
59,5/5/2019 12:20,1615
59,5/5/2019 12:21,1617
59,5/5/2019 12:24,1605
59,5/5/2019 12:25,1601
60,5/5/2019 13:03,1601
60,5/5/2019 13:04,1594
60,5/5/2019 13:19,1594
60,5/5/2019 13:28,1583
60,5/5/2019 13:43,1569
60,5/5/2019 13:45,1567
60,5/5/2019 13:55,1573
61,5/5/2019 14:09,1598
61,5/5/2019 14:22,1597
61,5/5/2019 14:28,1586
61,5/5/2019 14:32,1586
61,5/5/2019 14:33,1576
62,5/5/2019 14:56,1604
62,5/5/2019 15:09,1590
62,5/5/2019 15:16,1580
62,5/5/2019 15:30,1567
62,5/5/2019 15:37,1581
63,5/5/2019 15:53,1580
63,5/5/2019 16:08,1584
63,5/5/2019 16:12,1578
63,5/5/2019 16:15,1580
64,5/5/2019 16:34,1581
64,5/5/2019 16:57,1582
64,5/5/2019 17:17,1566
64,5/5/2019 17:26,1597
65,5/5/2019 18:17,1543
65,5/5/2019 18:37,1559
65,5/5/2019 18:44,1576
65,5/5/2019 18:51,1596
65,5/5/2019 18:56,1606
66,5/5/2019 19:10,1579
66,5/5/2019 19:20,1606
66,5/5/2019 19:26,1610
66,5/5/2019 19:27,1612
66,5/5/2019 19:30,1621
67,5/5/2019 19:41,1558
67,5/5/2019 19:50,1569
67,5/5/2019 19:56,1591
67,5/5/2019 19:57,1585
67,5/5/2019 20:00,1585
67,5/5/2019 20:00,1594
68,5/5/2019 20:09,1581
68,5/5/2019 20:14,1580
68,5/5/2019 20:18,1592
69,5/5/2019 20:31,1589
69,5/5/2019 20:32,1588
69,5/5/2019 20:41,1592
69,5/5/2019 21:00,1595
69,5/5/2019 21:06,1585
69,5/5/2019 21:10,1590
70,5/5/2019 21:24,1583
70,5/5/2019 21:31,1606
70,5/5/2019 21:31,1596
70,5/5/2019 21:34,1583
70,5/5/2019 21:37,1584
70,5/5/2019 21:40,1586
70,5/5/2019 21:42,1586
71,5/5/2019 21:56,1591
71,5/5/2019 21:57,1590
71,5/5/2019 22:14,1594
71,5/5/2019 22:15,1593
71,5/5/2019 22:26,1589
72,5/5/2019 22:44,1590
72,5/5/2019 22:52,1595
73,5/5/2019 23:06,1591
73,5/5/2019 23:13,1599
73,5/5/2019 23:26,1597
73,5/5/2019 23:35,1588
73,5/5/2019 23:40,1598
73,5/5/2019 23:41,1593
74,5/5/2019 23:51,1593
74,5/5/2019 23:51,1574
74,5/6/2019 0:01,1581
74,5/6/2019 0:10,1592
74,5/6/2019 0:16,1597
74,5/6/2019 0:17,1597
74,5/6/2019 0:18,1600
74,5/6/2019 0:19,1595
75,5/6/2019 0:36,1606
75,5/6/2019 0:37,1609
75,5/6/2019 0:38,1619
75,5/6/2019 0:41,1602
75,5/6/2019 0:41,1600
75,5/6/2019 0:42,1592
75,5/6/2019 0:49,1597
75,5/6/2019 0:55,1593
75,5/6/2019 1:01,1593
75,5/6/2019 1:02,1589
75,5/6/2019 1:06,1592
76,5/6/2019 1:13,1614
76,5/6/2019 1:24,1592
76,5/6/2019 1:33,1597
76,5/6/2019 1:39,1585
76,5/6/2019 1:43,1589
77,5/6/2019 2:13,1605
77,5/6/2019 2:28,1594
77,5/6/2019 2:34,1603
77,5/6/2019 2:40,1601
77,5/6/2019 2:43,1604
78,5/6/2019 2:51,1604
78,5/6/2019 2:51,1548
78,5/6/2019 3:06,1578
78,5/6/2019 3:15,1576
78,5/6/2019 3:20,1583
79,5/6/2019 3:57,1541
79,5/6/2019 4:08,1553
79,5/6/2019 4:17,1582
79,5/6/2019 4:22,1571
79,5/6/2019 4:23,1571
79,5/6/2019 4:24,1569
79,5/6/2019 4:26,1578
80,5/6/2019 5:27,1559
80,5/6/2019 5:34,1574
80,5/6/2019 5:44,1583
80,5/6/2019 5:45,1580
81,5/6/2019 6:22,1654
81,5/6/2019 6:29,1662
81,5/6/2019 6:36,1679
82,5/6/2019 6:59,1621
82,5/6/2019 7:06,1637
82,5/6/2019 7:13,1659
82,5/6/2019 7:13,1654
83,5/6/2019 7:36,1622
83,5/6/2019 7:48,1612
83,5/6/2019 7:57,1644
84,5/6/2019 8:07,1615
84,5/6/2019 8:21,1626
84,5/6/2019 8:26,1626
84,5/6/2019 8:27,1626
84,5/6/2019 8:28,1649
85,5/6/2019 8:45,1615
85,5/6/2019 8:53,1631
85,5/6/2019 8:59,1643
86,5/6/2019 9:23,1605
86,5/6/2019 9:33,1596
86,5/6/2019 9:47,1588
86,5/6/2019 9:57,1598
86,5/6/2019 9:58,1593
86,5/6/2019 10:02,1586
87,5/6/2019 10:25,1607
87,5/6/2019 10:33,1607
87,5/6/2019 10:47,1584
87,5/6/2019 11:06,1596
87,5/6/2019 11:12,1589
87,5/6/2019 11:13,1585
87,5/6/2019 11:18,1586
87,5/6/2019 11:19,1590
88,5/6/2019 11:28,1526
88,5/6/2019 11:37,1550
88,5/6/2019 11:47,1580
88,5/6/2019 11:52,1581
89,5/6/2019 12:07,1565
89,5/6/2019 12:18,1581
89,5/6/2019 12:26,1583
90,5/6/2019 12:34,1587
90,5/6/2019 12:41,1591
90,5/6/2019 13:00,1618
90,5/6/2019 13:07,1606
90,5/6/2019 13:12,1609
91,5/6/2019 13:45,1569
91,5/6/2019 13:52,1561
91,5/6/2019 14:11,1576
91,5/6/2019 14:19,1580
91,5/6/2019 14:22,1579
91,5/6/2019 14:23,1592
91,5/6/2019 14:24,1589
91,5/6/2019 14:25,1587
92,5/6/2019 14:34,1572
92,5/6/2019 14:41,1584
92,5/6/2019 14:52,1582
92,5/6/2019 14:58,1587
92,5/6/2019 15:00,1583
93,5/6/2019 15:12,1557
93,5/6/2019 15:25,1571
93,5/6/2019 15:29,1580
94,5/6/2019 15:39,1591
94,5/6/2019 15:46,1593
94,5/6/2019 15:50,1599
94,5/6/2019 16:00,1599
94,5/6/2019 16:01,1588
94,5/6/2019 16:04,1597
95,5/6/2019 16:16,1598
95,5/6/2019 16:30,1588
95,5/6/2019 16:34,1584
95,5/6/2019 16:40,1578
95,5/6/2019 16:51,1578
95,5/6/2019 16:51,1580
95,5/6/2019 16:54,1584
95,5/6/2019 17:03,1587
96,5/6/2019 17:14,1578
96,5/6/2019 17:23,1580
96,5/6/2019 17:28,1583
96,5/6/2019 17:38,1586
97,5/6/2019 17:52,1603
97,5/6/2019 17:53,1592
97,5/6/2019 17:54,1586
97,5/6/2019 18:11,1588
97,5/6/2019 18:29,1587
97,5/6/2019 18:36,1593
97,5/6/2019 18:43,1596
97,5/6/2019 18:49,1596
98,5/6/2019 19:09,1572
98,5/6/2019 19:19,1593
98,5/6/2019 19:23,1586
98,5/6/2019 19:23,1599
99,5/6/2019 19:49,1557
99,5/6/2019 19:55,1607
99,5/6/2019 19:56,1604
99,5/6/2019 19:57,1599
99,5/6/2019 20:01,1598
100,5/6/2019 20:10,1544
100,5/6/2019 20:24,1568
100,5/6/2019 20:33,1589
100,5/6/2019 20:35,1594
101,5/6/2019 20:47,1589
101,5/6/2019 20:55,1596
101,5/6/2019 20:59,1599
101,5/6/2019 21:09,1584
101,5/6/2019 21:14,1585
101,5/6/2019 21:15,1587
102,5/6/2019 21:27,1611
102,5/6/2019 21:49,1606
102,5/6/2019 21:56,1594
102,5/6/2019 22:03,1599
102,5/6/2019 22:07,1597
102,5/6/2019 22:10,1597
102,5/6/2019 22:11,1592
103,5/6/2019 22:31,1596
103,5/6/2019 22:46,1597
103,5/6/2019 22:59,1597
103,5/6/2019 23:00,1587
103,5/6/2019 23:05,1588
103,5/6/2019 23:11,1583
103,5/6/2019 23:16,1600
103,5/6/2019 23:20,1597
103,5/6/2019 23:20,1599
103,5/6/2019 23:22,1595
104,5/6/2019 23:43,1616
104,5/6/2019 23:49,1596
104,5/7/2019 0:01,1600
104,5/7/2019 0:07,1592
104,5/7/2019 0:15,1600
104,5/7/2019 0:19,1596
104,5/7/2019 0:21,1600
104,5/7/2019 0:22,1591
104,5/7/2019 0:23,1591
105,5/7/2019 0:40,1585
105,5/7/2019 0:41,1589
105,5/7/2019 0:54,1581
105,5/7/2019 1:02,1601
105,5/7/2019 1:07,1598
105,5/7/2019 1:12,1592
106,5/7/2019 1:37,1594
106,5/7/2019 1:49,1598
106,5/7/2019 1:58,1610
106,5/7/2019 2:10,1617
106,5/7/2019 2:19,1617
106,5/7/2019 2:20,1613
106,5/7/2019 2:21,1607
107,5/7/2019 2:44,1588
107,5/7/2019 2:54,1585
107,5/7/2019 3:00,1585
107,5/7/2019 3:01,1595
107,5/7/2019 3:04,1590
108,5/7/2019 3:19,1619
108,5/7/2019 3:28,1610
108,5/7/2019 3:33,1601
108,5/7/2019 3:37,1599
108,5/7/2019 3:38,1599
108,5/7/2019 3:38,1590
108,5/7/2019 3:39,1597
109,5/7/2019 4:17,1595
109,5/7/2019 4:28,1597
109,5/7/2019 4:36,1617
109,5/7/2019 4:40,1615
110,5/7/2019 5:15,1596
110,5/7/2019 5:18,1585
110,5/7/2019 5:23,1591
110,5/7/2019 5:27,1582
111,5/7/2019 6:00,1620
111,5/7/2019 6:14,1606
111,5/7/2019 6:22,1594
111,5/7/2019 6:27,1587
111,5/7/2019 6:33,1583
111,5/7/2019 6:38,1583
112,5/7/2019 6:56,1594
112,5/7/2019 7:04,1588
112,5/7/2019 7:10,1589
112,5/7/2019 7:13,1578
112,5/7/2019 7:16,1582
113,5/7/2019 8:19,1645
113,5/7/2019 8:32,1600
113,5/7/2019 8:35,1625
113,5/7/2019 8:55,1609
113,5/7/2019 9:04,1630
113,5/7/2019 9:08,1630
113,5/7/2019 9:08,1647
114,5/7/2019 9:49,1631
114,5/7/2019 10:05,1603
114,5/7/2019 10:33,1591
114,5/7/2019 10:38,1600
115,5/7/2019 11:01,1635
115,5/7/2019 11:04,1638
115,5/7/2019 11:21,1629
115,5/7/2019 11:30,1616
115,5/7/2019 11:39,1603
115,5/7/2019 12:06,1560
115,5/7/2019 12:28,1547
115,5/7/2019 12:37,1558
115,5/7/2019 12:39,1547
116,5/7/2019 13:34,1591
116,5/7/2019 13:48,1587
116,5/7/2019 13:55,1594
116,5/7/2019 14:02,1600
117,5/7/2019 15:26,1625
117,5/7/2019 15:52,1606
117,5/7/2019 15:56,1599
117,5/7/2019 16:03,1599
117,5/7/2019 16:04,1604
117,5/7/2019 16:13,1604
117,5/7/2019 16:13,1604
117,5/7/2019 16:14,1595
117,5/7/2019 16:18,1609
117,5/7/2019 16:19,1604
118,5/7/2019 16:13,1652
118,5/7/2019 16:29,1627
118,5/7/2019 16:39,1608
118,5/7/2019 16:44,1611
118,5/7/2019 16:48,1609
118,5/7/2019 16:53,1603
118,5/7/2019 18:36,1566
118,5/7/2019 18:50,1595
118,5/7/2019 18:53,1600
119,5/7/2019 17:23,1628
119,5/7/2019 17:39,1628
119,5/7/2019 17:40,1593
119,5/7/2019 17:47,1593
120,5/7/2019 19:14,1613
120,5/7/2019 19:40,1612
120,5/7/2019 19:45,1620
120,5/7/2019 19:49,1620
121,5/7/2019 20:20,1563
121,5/7/2019 20:30,1595
121,5/7/2019 20:32,1596
122,5/7/2019 20:50,1559
122,5/7/2019 21:03,1594
122,5/7/2019 21:07,1596
122,5/7/2019 21:12,1604
123,5/7/2019 21:37,1594
123,5/7/2019 21:44,1601
123,5/7/2019 21:52,1612
123,5/7/2019 22:00,1599
123,5/7/2019 22:01,1601
123,5/7/2019 22:03,1606
124,5/7/2019 22:12,1561
124,5/7/2019 22:19,1573
124,5/7/2019 22:30,1588
124,5/7/2019 22:41,1598
124,5/7/2019 22:43,1596
125,5/7/2019 22:58,1541
125,5/7/2019 23:05,1550
125,5/7/2019 23:13,1567
125,5/7/2019 23:22,1567
125,5/7/2019 23:22,1595
125,5/7/2019 23:28,1586
125,5/7/2019 23:31,1592
126,5/7/2019 23:42,1592
126,5/7/2019 23:42,1562
126,5/7/2019 23:43,1562
126,5/7/2019 23:48,1569
126,5/7/2019 23:53,1578
126,5/7/2019 23:59,1590
126,5/8/2019 0:03,1595
127,5/8/2019 0:17,1594
127,5/8/2019 0:27,1601
127,5/8/2019 0:31,1601
127,5/8/2019 0:33,1604
127,5/8/2019 0:35,1598
128,5/8/2019 0:51,1604
128,5/8/2019 1:01,1604
128,5/8/2019 1:02,1604
128,5/8/2019 1:03,1593
128,5/8/2019 1:08,1594
128,5/8/2019 1:15,1593
128,5/8/2019 1:16,1594
129,5/8/2019 4:37,1612
129,5/8/2019 4:45,1602
129,5/8/2019 4:57,1586
129,5/8/2019 5:04,1605
129,5/8/2019 5:05,1601
130,5/8/2019 5:16,1611
130,5/8/2019 5:27,1598
130,5/8/2019 5:34,1593
130,5/8/2019 5:46,1591
131,5/8/2019 6:17,1568
131,5/8/2019 6:28,1574
131,5/8/2019 6:41,1583
131,5/8/2019 6:52,1583
131,5/8/2019 6:52,1594
131,5/8/2019 6:57,1584
131,5/8/2019 6:57,1582
131,5/8/2019 7:02,1593
132,5/8/2019 8:22,1623
132,5/8/2019 8:30,1611
132,5/8/2019 8:37,1611
132,5/8/2019 8:38,1609
133,5/8/2019 9:09,1541
133,5/8/2019 9:19,1560
133,5/8/2019 9:31,1567
133,5/8/2019 9:39,1581
133,5/8/2019 9:43,1578
134,5/8/2019 9:54,1577
134,5/8/2019 10:04,1573
134,5/8/2019 10:18,1576
135,5/8/2019 10:32,1579
135,5/8/2019 10:40,1566
135,5/8/2019 10:52,1570
135,5/8/2019 11:03,1580
135,5/8/2019 11:09,1579
135,5/8/2019 11:09,1567
135,5/8/2019 11:11,1567
135,5/8/2019 11:14,1581
136,5/8/2019 11:27,1550
136,5/8/2019 11:41,1566
136,5/8/2019 11:46,1565
136,5/8/2019 11:52,1574
137,5/8/2019 12:30,1557
137,5/8/2019 12:42,1586
137,5/8/2019 12:48,1598
138,5/8/2019 13:00,1612
138,5/8/2019 13:09,1602
138,5/8/2019 13:23,1602
138,5/8/2019 13:24,1600
138,5/8/2019 13:37,1594
138,5/8/2019 13:40,1592
138,5/8/2019 13:41,1593
138,5/8/2019 13:41,1590
138,5/8/2019 13:44,1601
139,5/8/2019 14:01,1587
139,5/8/2019 14:11,1593
139,5/8/2019 14:25,1602
139,5/8/2019 14:45,1585
139,5/8/2019 14:46,1584
139,5/8/2019 14:48,1586
139,5/8/2019 14:53,1601
140,5/8/2019 14:59,1598
140,5/8/2019 15:17,1598
140,5/8/2019 15:24,1601
140,5/8/2019 15:28,1601
140,5/8/2019 15:29,1591
140,5/8/2019 15:32,1592
141,5/8/2019 15:43,1612
141,5/8/2019 15:44,1596
141,5/8/2019 15:58,1588
141,5/8/2019 16:08,1591
141,5/8/2019 16:10,1589
141,5/8/2019 16:11,1592
142,5/8/2019 16:35,1551
142,5/8/2019 16:45,1574
142,5/8/2019 16:52,1595
143,5/8/2019 17:05,1617
143,5/8/2019 17:17,1580
143,5/8/2019 17:18,1579
143,5/8/2019 17:23,1594
144,5/8/2019 17:52,1587
144,5/8/2019 18:03,1582
144,5/8/2019 18:14,1611
144,5/8/2019 18:22,1600
144,5/8/2019 18:25,1604
145,5/8/2019 18:36,1549
145,5/8/2019 18:45,1542
145,5/8/2019 18:56,1571
145,5/8/2019 19:05,1596
145,5/8/2019 19:08,1596
145,5/8/2019 19:09,1604
146,5/8/2019 19:17,1578
146,5/8/2019 19:38,1588
146,5/8/2019 19:52,1595
146,5/8/2019 20:01,1597
146,5/8/2019 20:03,1599
147,5/8/2019 20:39,1603
147,5/8/2019 20:39,1597
147,5/8/2019 20:56,1598
147,5/8/2019 21:02,1587
147,5/8/2019 21:08,1598
147,5/8/2019 21:12,1598
148,5/8/2019 22:04,1618
148,5/8/2019 22:25,1594
148,5/8/2019 22:36,1597
148,5/8/2019 22:46,1600
148,5/8/2019 22:52,1598
148,5/8/2019 22:56,1599
149,5/8/2019 23:33,1591
149,5/8/2019 23:45,1613
149,5/8/2019 23:54,1611
149,5/8/2019 23:58,1618
150,5/9/2019 0:39,1548
150,5/9/2019 0:56,1568
150,5/9/2019 1:12,1580
150,5/9/2019 1:18,1582
150,5/9/2019 1:18,1588
151,5/9/2019 2:04,1557
151,5/9/2019 2:08,1565
152,5/9/2019 1:30,1588
152,5/9/2019 1:38,1594
152,5/9/2019 1:43,1601
153,5/9/2019 2:19,1594
153,5/9/2019 2:27,1590
153,5/9/2019 2:33,1588
153,5/9/2019 2:39,1588
154,5/9/2019 3:17,1595
154,5/9/2019 3:30,1578
154,5/9/2019 3:41,1589
154,5/9/2019 3:41,1590
154,5/9/2019 3:46,1595
154,5/9/2019 3:46,1596
155,5/9/2019 3:59,1568
155,5/9/2019 4:10,1588
